carriers,locs,techs,timesteps,carrier_prod
electricity,Mainkofen,pv_rooftop_4,2023-08-22 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-22 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-22 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 05:00:00,592.05
electricity,Mainkofen,pv_rooftop_4,2023-08-23 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 08:00:00,52.2
electricity,Mainkofen,pv_rooftop_4,2023-08-23 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-23 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 05:00:00,579.7
electricity,Mainkofen,pv_rooftop_4,2023-08-24 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 10:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-24 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-24 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 05:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 07:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-25 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 10:00:00,3.75
electricity,Mainkofen,pv_rooftop_4,2023-08-25 11:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-25 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-25 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 05:00:00,553.2
electricity,Mainkofen,pv_rooftop_4,2023-08-26 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-26 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 05:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 08:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-27 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-27 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 05:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 08:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-28 09:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-28 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-28 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 05:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 13:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-29 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-29 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 05:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 07:00:00,102.7
electricity,Mainkofen,pv_rooftop_4,2023-08-30 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 09:00:00,84.4
electricity,Mainkofen,pv_rooftop_4,2023-08-30 10:00:00,37.55
electricity,Mainkofen,pv_rooftop_4,2023-08-30 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 13:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-30 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 15:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-30 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-30 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 05:00:00,569.9
electricity,Mainkofen,pv_rooftop_4,2023-08-31 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 10:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-08-31 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 14:00:00,105.4
electricity,Mainkofen,pv_rooftop_4,2023-08-31 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-08-31 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 05:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 07:00:00,172.55
electricity,Mainkofen,pv_rooftop_4,2023-09-01 08:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-09-01 09:00:00,131.2
electricity,Mainkofen,pv_rooftop_4,2023-09-01 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 11:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-09-01 12:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-09-01 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-01 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 05:00:00,72.641787
electricity,Mainkofen,pv_rooftop_4,2023-09-02 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 14:00:00,288.75
electricity,Mainkofen,pv_rooftop_4,2023-09-02 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 16:00:00,591.1
electricity,Mainkofen,pv_rooftop_4,2023-09-02 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-02 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 05:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 10:00:00,626.15
electricity,Mainkofen,pv_rooftop_4,2023-09-03 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 15:00:00,586.4
electricity,Mainkofen,pv_rooftop_4,2023-09-03 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-03 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 05:00:00,570.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 06:00:00,560.85
electricity,Mainkofen,pv_rooftop_4,2023-09-04 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 09:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-09-04 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 16:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-09-04 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-04 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 05:00:00,579.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 08:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 10:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-09-05 11:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-09-05 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 13:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-05 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 03:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 04:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 05:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 06:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 07:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 08:00:00,150.15
electricity,Mainkofen,pv_rooftop_4,2023-09-06 09:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 10:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 11:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 12:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 13:00:00,635.7
electricity,Mainkofen,pv_rooftop_4,2023-09-06 14:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 15:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 16:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 17:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 18:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 19:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 20:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 21:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 22:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-06 23:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-07 00:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-07 01:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-07 02:00:00,0.0
electricity,Mainkofen,pv_rooftop_4,2023-09-07 03:00:00,0.0
